ZoneName; Constant; PotentialAccess; ln_water; slope100_cont; sosl_100
AT; -0.317778671151103; 10.1668170815063; -0.00526866403787336; -0.356384866859362; 0.0904969670143049
BELUX; 4.53775434139658; -1.2862011652719; 0.236598838901614; -0.0427722554392613; -0.146575088168833
BG; 3.11079408190665; 12.7880741728447; -0.0389757014359398; -0.321440519208766; 0.117442327433911
CY; 0; 0; 0; 0; 0
CZ; 4.23977675499985; 5.35926461207922; -0.110034993099847; -0.206796156355473; -0.509041092896106
DE; 2.54067273589923; 4.05446648668964; 0.0162840645543937; -0.301229330932109; -0.0369763966330762
DK; 0.584132297113815; 11.7828030944536; 0.12738891659027; -0.156289033116269; 0.401194922563273
EE; -0.0874118202232932; 73.3990833396929; 0.258792272295857; 0.051752346317911; 0.235628867991521
ES; 1.34233351897144; 3.93914084074025; 0.0230850335986294; -0.269103960282696; 0.00176138378915897
FI; -2.6996896775042; 1911.44482864214; 0.155092491227618; -0.596134561878846; 0.220207057790216
FR; 1.86996375892778; 5.97426451387367; -0.00728485971112455; -0.301569774013466; -0.0624780381690013
GR; 1.87633764037268; 5.73239276282459; -0.0403001685489399; -0.215930692399185; -0.0320714085715784
HR; -0.718965239139296; 17.1825422861367; -0.0117583240091769; -0.24177951132524; -0.00463552556426029
HU; 1.95243705216903; 3.18267264195141; 0.0439318348740656; 0.115599456462949; 0.021853417677387
IE; -0.180786667443662; 29.9177105835364; 0.130361185641381; -0.31021989394915; 0.200624403825919
IT; 2.42048339070115; 5.55199068502146; -0.0101471905020441; -0.232852294174926; -0.115973195516403
LT; 5.72985064988415; -17.9424560983655; 0.341385737062725; -0.140262841506026; 0.644999788022084
LV; 6.35361612325675; -2.80694612572436; -0.0138671909624633; -0.462306788191298; -0.535845851117154
MT; -0.618461564350477; 0; 0.563759411726396; 0.0650477760910155; -1.02705409238974
NL; 1.03659787786445; 1.98984408738945; 0.351771447475829; -0.916683005828774; -0.557409428718609
PL; 7.96583277413765; -3.14573090071005; 0.0989267329538524; -0.373851879137225; -0.844744666944215
PT; 1.76893036119685; 10.7348347892211; -0.0613647221174301; -0.196068673328503; -0.0540267494369654
RO; 4.03461986486052; 16.0404700076493; -0.0925566592877705; -0.375756377667785; 0.00608963049951847
SE; -1.67211195664099; 539.036773691191; -0.104191957433836; -0.466803580783071; 0.00889298557798467
SI; 5.00206897252524; 2.15180710364449; -0.145365390873068; -0.214358745598916; -0.0439994564901751
SK; 7.92340108346322; 3.45101786954869; -0.158167314509573; -0.441235954145583; -0.201695617267134
UK; -0.628429682286696; 7.53261662069869; 0.0856927427152609; -0.445958782686907; -0.0115117948873714
